,ticker,5 YR Open,5 YR Close,Percentage Change,Annualized % Change,eps 2019,eps 2020,eps 2021,eps 2022,eps 2023,AVG Annual EPS,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik
142,regn,410.6200,962.4900,134.39920120792948,26.879840241585896,24.64,31.65,71.38,42.4,43.78,42.77,Regeneron Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/94aceb0a-80e0-11ea-a230-00000000092a.png,https://www.regeneron.com/,A,High,BB,Medium,BB,Medium,505,327,305,1137,19-04-2022,BBB,High,872589
143,amgn,189.9800,284.3200,49.65785872197074,9.931571744394148,14.83,16.6,17.11,17.69,18.65,16.976000000000003,Amgen Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/06a226980337772e10ad0953d2904b1be6d15866d212e9912efaea5850757690.png,https://www.amgen.com/,A,High,BB,Medium,BB,Medium,575,312,328,1215,16-04-2022,A,High,318154
144,snps,115.1500,571.5000,396.3091619626574,79.26183239253149,4.57,5.55,6.85,8.91,11.21,7.417999999999999,Synopsys Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/b5dff9e4-80e0-11ea-b347-00000000092a.png,https://www.synopsys.com/,A,High,BB,Medium,BB,Medium,525,316,315,1156,19-04-2022,BBB,High,883241
145,stx,47.8900,93.0500,94.29943620797661,18.859887241595324,4.8,4.96,5.7,8.16,0.18,4.76,Seagate Technology Holdings PLC,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/1b9ae09b2197a137d5e26ef7606d068678109eab18fefac2f4994c3ab827a080.png,https://investors.seagate.com/overview/default.aspx,A,High,BB,Medium,BB,Medium,540,355,300,1195,19-04-2022,BBB,High,1137789
146,tech,198.5500,70.3900,-64.54797280282045,-12.909594560564091,1.13,1.14,1.69,1.98,2,1.5879999999999999,Bio-Techne Corp,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,https://static.finnhub.io/logo/21c90d484b75f48b0c3943f2cd9208034fc36add542c71254724b6e6e173036c.png,https://www.bio-techne.com/,A,High,B,Medium,BB,Medium,510,268,300,1078,16-04-2022,BBB,High,842023
147,ter,39.8400,112.8300,183.20783132530119,36.641566265060234,2.85,4.61,5.98,4.26,2.93,4.126,Teradyne Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/8211e574-80ec-11ea-b01d-00000000092a.png,https://www.teradyne.com/,A,High,BB,Medium,BB,Medium,507,328,315,1150,19-04-2022,BBB,High,97210
148,swks,82.4800,108.3200,31.328806983511136,6.265761396702227,6.17,6.12,10.5,11.23,8.54,8.512,Skyworks Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/6d9737aa218175cf0ecab9fbfde6531a45cb826eab7877356403e5b905bcca2f.png,https://www.skyworksinc.com/,A,High,BB,Medium,B,Medium,515,303,270,1088,19-04-2022,BBB,High,4127
149,trmb,40.4000,64.3600,59.30693069306932,11.861386138613863,1.99,2.22,2.66,2.63,2.67,2.434,Trimble Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/f89b3dba-80e0-11ea-a642-00000000092a.png,https://www.trimble.com/,A,High,BBB,High,BB,Medium,550,415,315,1280,19-04-2022,A,High,864749
150,trow,100.1200,121.9200,21.773871354374748,4.35477427087495,8.28,9.6,12.76,8.01,7.6,9.25,T Rowe Price Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/f20081c2-80e0-11ea-aa51-00000000092a.png,https://www.troweprice.com,A,High,BB,Medium,BB,Medium,510,325,310,1145,19-04-2022,BBB,High,1113169
151,ttwo,94.3700,148.4900,57.3487337077461,11.46974674154922,4.85,5.33,6.49,5.05,3.49,5.042,Take-Two Interactive Software Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/c1e64458-80e0-11ea-8873-00000000092a.png,https://www.take2games.com/,B,Medium,BB,Medium,BB,Medium,225,307,310,842,19-04-2022,BB,Medium,946581
152,tsla,279.8600,175.7900,-37.18645036804117,-7.437290073608234,0.07,0.75,2.26,4.07,3.13,2.056,Tesla Inc,USD,NASDAQ NMS - GLOBAL MARKET,Automobiles,https://static.finnhub.io/logo/2dd96524-80c9-11ea-aaac-00000000092a.png,https://www.tesla.com/,A,High,CCC,Low,B,Medium,555,160,278,993,19-04-2022,BBB,High,1318605
153,tsco,97.7600,261.7200,167.71685761047465,33.54337152209493,4.66,6.87,8.62,9.71,10.09,7.99,Tractor Supply Co,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/c382b098-80e0-11ea-a382-00000000092a.png,https://www.tractorsupply.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,17-09-2022,BBB,High,916365
154,txn,106.0700,174.2100,64.24059583294053,12.848119166588106,5.19,5.81,8.24,9.38,7.06,7.136,Texas Instruments Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/8e047d7e-80ec-11ea-a11f-00000000092a.png,https://www.ti.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,97476
155,tmus,69.1000,163.2200,136.2083936324168,27.24167872648336,4.03,3.08,2.41,2.58,6.93,3.806,T-Mobile US Inc,USD,NASDAQ NMS - GLOBAL MARKET,Telecommunication,https://static.finnhub.io/logo/4ffaa8b8-80ec-11ea-94ca-00000000092a.png,https://www.t-mobile.com/,BB,Medium,BB,Medium,B,Medium,342,331,230,903,19-04-2022,BBB,High,1283699
156,ual,79.7800,47.8800,-39.98495863624969,-7.996991727249937,12.1,-27.04,-14.03,2.46,10.05,-3.291999999999999,United Airlines Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Airlines,https://static.finnhub.io/logo/b3f34b67dcba1725d92ac006206475d24142031e7f30415f77010a101e9fae1b.png,https://ir.united.com/,B,Medium,B,Medium,B,Medium,205,203,221,629,19-04-2022,B,Medium,100517
157,vrsk,133.0000,235.7300,77.2406015037594,15.448120300751878,4.38,5.05,5.31,5.76,5.72,5.244,Verisk Analytics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Professional Services,https://static.finnhub.io/logo/fe905336-80fe-11ea-adc8-00000000092a.png,https://www.verisk.com,AA,Excellent,BB,Medium,BB,Medium,615,366,300,1281,19-04-2022,A,High,1442145
158,ulta,348.7300,522.8800,49.938347718865586,9.987669543773118,10.95,12.16,4.73,17.98,24.02,13.968,Ulta Beauty Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/d10866ba-80e0-11ea-9adf-00000000092a.png,https://www.ulta.com/,B,Medium,B,Medium,B,Medium,205,242,200,647,19-04-2022,B,Medium,1403568
159,vrtx,183.9500,418.0100,127.24109812449036,25.448219624898073,5.33,10.32,13.02,14.89,15.22,11.755999999999998,Vertex Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/feec7ad8-80e0-11ea-ac96-00000000092a.png,https://www.vrtx.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,875320
160,vrsn,181.5600,189.5100,4.378717779246523,0.8757435558493046,5.31,5.78,5.52,6.25,7.24,6.02,Verisign Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/9adf6b51871316924a9578bea95b2d64a4227d34ba3b664d3826fdba28ff23ae.png,https://www.verisign.com/,A,High,BB,Medium,BB,Medium,548,354,325,1227,19-04-2022,A,High,1014473
161,wba,63.2700,21.6900,-65.71834992887624,-13.143669985775247,6,4.74,5.03,5.03,3.99,4.958,Walgreens Boots Alliance Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/9cc9acf0-80ec-11ea-a362-00000000092a.png,https://www.walgreensbootsalliance.com/,A,High,BB,Medium,BB,Medium,515,325,300,1140,19-04-2022,BBB,High,1618921
162,ntap,69.3400,104.9700,51.38448226132102,10.276896452264204,4.52,4.09,4.05,5.29,5.59,4.708,NetApp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/8aa1beee-80e0-11ea-85fc-00000000092a.png,https://www.netapp.com/,A,High,BB,Medium,BB,Medium,545,359,325,1229,18-04-2022,A,High,1002047
163,xel,56.2100,53.7500,-4.3764454723358845,-0.875289094467177,2.64,2.78,2.96,3.17,3.38,2.9859999999999998,Xcel Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,https://static.finnhub.io/logo/ad4fb250-80ec-11ea-950a-00000000092a.png,https://www.xcelenergy.com/,B,Medium,B,Medium,B,Medium,223,201,205,629,20-04-2022,B,Medium,72903
164,xray,49.5900,33.1900,-33.071183706392425,-6.614236741278485,2.45,1.79,2.87,2.08,1.83,2.2039999999999997,DENTSPLY SIRONA Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/27b1f30a-80e1-11ea-bdab-00000000092a.png,https://www.dentsplysirona.com/,A,High,BB,Medium,BB,Medium,530,318,305,1153,17-04-2022,BBB,High,818479
165,zbra,209.5300,301.4400,43.86484035698945,8.772968071397889,12.93,12.81,18.45,17.49,9.81,14.298000000000002,Zebra Technologies Corp,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/19363bc2-80e1-11ea-be98-00000000092a.png,https://www.zebra.com/,BB,Medium,BB,Medium,BB,Medium,320,317,300,937,20-04-2022,BBB,High,877212
166,aap,170.5300,85.0900,-50.10262123966457,-10.020524247932915,8.2,8.51,12.02,13.03,0.75,8.501999999999999,Advance Auto Parts Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/5fdef210-80eb-11ea-8a31-00000000092a.png,https://shop.advanceautoparts.com/,B,Medium,B,Medium,B,Medium,264,261,210,735,16-04-2022,B,Medium,1158449
167,zion,45.4100,43.4000,-4.42633781105483,-0.8852675622109659,4.17,3.05,6.77,5.8,4.86,4.93,Zions Bancorporation NA,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/1ab22e6c-80e1-11ea-8246-00000000092a.png,https://www.zionsbank.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,20-04-2022,B,Medium,109380
168,wynn,119.3200,102.2300,-14.322829366409644,-2.864565873281929,4.08,-19.17,-6.14,-4.46,4.1,-4.3180000000000005,Wynn Resorts Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/acba626ebfc3757928c79f34ba0291de64d34a185fce74db448210806384f2dd.png,https://www.wynnresorts.com/,B,Medium,B,Medium,B,Medium,225,201,200,626,20-04-2022,B,Medium,1174922
169,a,80.3800,145.5100,81.02761881064941,16.205523762129882,3.12,3.28,4.34,5.21,5.45,4.28,Agilent Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/5f1f8412-80eb-11ea-bd05-00000000092a.png,https://www.agilent.com/,A,High,B,Medium,B,Medium,573,231,233,1037,16-04-2022,BBB,High,1090872
170,abbv,80.5900,182.1000,125.958555652066,25.1917111304132,8.94,10.51,12.68,13.87,11.11,11.421999999999999,Abbvie Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Biotechnology,https://static.finnhub.io/logo/8806d72c-80cd-11ea-b0f0-00000000092a.png,https://www.abbvie.com/,A,High,BB,Medium,BB,Medium,505,317,300,1122,16-04-2022,BBB,High,1551152
171,adm,43.1300,62.8100,45.6294922327846,9.12589844655692,2.64,3.59,5.19,7.84,6.97,5.246,Archer-Daniels-Midland Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/633db98c-80eb-11ea-ab18-00000000092a.png,https://www.adm.com/,A,High,BB,Medium,BB,Medium,587,353,305,1245,16-04-2022,A,High,7084
172,abt,79.9400,113.6600,42.18163622717038,8.436327245434075,3.24,3.65,5.21,5.34,4.44,4.376,Abbott Laboratories,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png,https://www.abbott.com/,A,High,BB,Medium,BB,Medium,515,305,305,1125,16-04-2022,BBB,High,1800
173,aee,73.5500,73.9600,0.5574439157035984,0.11148878314071968,3.35,3.5,3.84,4.14,4.37,3.84,Ameren Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/643922d8-80eb-11ea-b89f-00000000092a.png,https://www.ameren.com/,A,High,BB,Medium,BB,Medium,562,345,300,1207,16-04-2022,A,High,1002910
174,aes,18.0800,17.9300,-0.8296460176991073,-0.16592920353982146,1.37,1.44,1.54,1.67,1.76,1.556,AES Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/dd2e38bf724fd9d5860157f55d57588ba0ea09e12d3ac1b9361148d013d566d4.png,https://www.aes.com/,A,High,BB,Medium,BB,Medium,525,326,370,1221,16-04-2022,A,High,874761
175,afl,50.0000,85.8600,71.72,14.344,4.44,4.95,5.93,5.43,6.26,5.401999999999999,Aflac Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/669fcffe-80eb-11ea-8a69-00000000092a.png,https://www.aflac.com/,BBB,High,BB,Medium,B,Medium,454,300,235,989,16-04-2022,BBB,High,4977
176,acn,176.0200,346.6100,96.91512328144528,19.383024656289056,7.36,7.6,8.95,10.86,11.67,9.288,Accenture PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/d97049de-8278-11ea-8ac9-00000000092a.png,https://www.accenture.com/ie-en/,A,High,BB,Medium,BB,Medium,515,360,305,1180,16-04-2022,BBB,High,1467373
177,ajg,78.1000,250.0400,220.1536491677337,44.030729833546744,3.66,4.73,5.5,7.53,8.89,6.062,Arthur J. Gallagher & Co.,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/6ad765be-80eb-11ea-97ea-00000000092a.png,https://www.ajg.com/,A,High,BB,Medium,BB,Medium,530,344,310,1184,16-04-2022,BBB,High,354190
178,aiz,94.9100,188.2400,98.33526498788328,19.667052997576654,8.49,8.62,9.9,10.94,15.51,10.692,Assurant Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/6d03fe00-80eb-11ea-a0c7-00000000092a.png,https://www.assurant.com/,BBB,High,BB,Medium,BB,Medium,438,316,300,1054,16-04-2022,BBB,High,1267238
179,alk,56.1200,42.9900,-23.396293656450457,-4.6792587312900915,6.43,-10.14,-2.1,4.31,4.51,0.602,Alaska Air Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,https://static.finnhub.io/logo/6f0f3ff0-80eb-11ea-adee-00000000092a.png,https://investor.alaskaair.com/,A,High,BB,Medium,B,Medium,515,303,259,1077,16-04-2022,BBB,High,766421
180,alb,81.9800,131.7400,60.69773115393999,12.139546230787998,6.04,4.12,4.05,21.95,22.24,11.679999999999998,Albemarle Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/4ef8740ea71ccbddb20e0dcfc8e82c9029f79efda1e34947efece24c8974199c.png,https://www.albemarle.com/,A,High,BB,Medium,BB,Medium,545,322,315,1182,16-04-2022,BBB,High,915913
181,aig,43.0600,78.1700,81.53738968880631,16.307477937761263,3.77,-6.9105,10.82,13.01,7.8,5.6979,American International Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/69801f92-80eb-11ea-a320-00000000092a.png,https://www.aig.com/individual,A,High,BB,Medium,BB,Medium,518,323,310,1151,16-04-2022,BBB,High,5272
182,all,94.1800,173.0100,83.70142280739007,16.740284561478013,10.45,14.81,13.38,-1.1,0.91,7.69,Allstate Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/e0a6bc18-8278-11ea-aad1-00000000092a.png,https://www.allstateinvestors.com/investor-overview?c=93125&p=irol-irhome,A,High,BB,Medium,B,Medium,530,300,220,1050,16-04-2022,BBB,High,899051
183,alle,90.7100,134.7100,48.5062286407232,9.70124572814464,4.89,5.12,5.19,5.68,6.96,5.5680000000000005,Allegion PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/57a8176a6abfdd7d5a24ec8d7802b8ccd943b7e6b0f435d6af062dab03864422.png,https://www.allegion.com/corp/en/index.html,A,High,BB,Medium,BB,Medium,542,322,315,1179,16-04-2022,BBB,High,1579241
184,amp,128.1000,438.4400,242.26385636221704,48.45277127244341,16.25,16.85,22.76,25.16,28.85,21.974,Ameriprise Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/71b42062-80eb-11ea-a0bc-00000000092a.png,https://www.ameriprise.com/,BB,Medium,BB,Medium,B,Medium,396,308,267,971,16-04-2022,BBB,High,820027
185,ame,82.9700,182.9000,120.44112329757746,24.088224659515493,4.19,3.95,4.85,5.68,6.38,5.01,AMETEK Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/70aae254-80eb-11ea-8bb6-00000000092a.png,https://www.ametek.com/,A,High,BB,Medium,B,Medium,540,329,270,1139,16-04-2022,BBB,High,1037868
186,amt,197.0600,197.5900,0.2689536181873547,0.053790723637470936,4.23,3.79,5.67,3.84,3.18,4.142,American Tower Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/72058208-80eb-11ea-bbb0-00000000092a.png,https://www.americantower.com/,A,High,BB,Medium,BB,Medium,530,333,305,1168,16-04-2022,BBB,High,1053507
187,aos,53.3200,89.4600,67.77944486121528,13.555888972243057,2.23,2.17,2.99,3.14,3.82,2.87,A O Smith Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png,https://www.aosmith.com/,A,High,BB,Medium,BB,Medium,510,315,310,1135,16-04-2022,BBB,High,91142
188,apd,190.9600,242.2700,26.869501466275658,5.373900293255131,8.22,8.55,9.02,10.41,11.51,9.542,Air Products and Chemicals Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/74581b6e-80eb-11ea-a665-00000000092a.png,https://www.airproducts.com/,AA,Excellent,BBB,High,BB,Medium,700,442,300,1442,16-04-2022,A,High,2969
189,aon,170.7000,333.7200,95.50087873462218,19.100175746924435,9.16,9.79,12.02,13.37,14.14,11.696000000000002,Aon PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/aa9668652232c8e21ee7ff27ca3f3a49a12c07c6d86670032b41608efb282982.png,https://www.aon.com/,BBB,High,BB,Medium,B,Medium,485,304,288,1077,16-04-2022,BBB,High,315293
190,anet,314.4600,289.9800,-7.784773898111036,-1.5569547796222072,2.43,2.27,2.87,4.58,6.92,3.814,Arista Networks Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Communications,https://static.finnhub.io/logo/5c1639fa-81b4-11ea-a6d0-00000000092a.png,https://www.arista.com/en/,BBB,High,BB,Medium,B,Medium,444,310,295,1049,16-04-2022,BBB,High,1596532
191,aph,94.4400,115.3500,22.141041931385004,4.428208386277001,1.88,1.88,2.48,3,3.01,2.45,Amphenol Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/74ad03fe-80eb-11ea-a501-00000000092a.png,https://www.amphenol.com/,A,High,BB,Medium,BBB,High,512,303,475,1290,16-04-2022,A,High,820313
192,ato,102.9300,118.8700,15.486252793160396,3.097250558632079,4.37,4.74,5.16,5.66,6.13,5.212,Atmos Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/77cd59a2-80eb-11ea-b2f2-00000000092a.png,https://www.atmosenergy.com/,A,High,BB,Medium,BB,Medium,572,368,315,1255,16-04-2022,A,High,731802
193,awk,104.2600,122.2100,17.216573949741022,3.4433147899482046,3.61,3.9,3.99,4.43,4.96,4.178,American Water Works Company Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/7abeb7a8-80eb-11ea-9cc9-00000000092a.png,https://www.amwater.com/,AA,Excellent,BB,Medium,BB,Medium,653,395,300,1348,16-04-2022,A,High,1410636
194,are,142.5600,128.9100,-9.574915824915829,-1.9149831649831657,3.09,6.45,3.79,3.13,0.54,3.4,Alexandria Real Estate Equities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/ffde2ccf9a1b68d8c0417d434712742c97a013bed497f0bcafbd67c6c48c3838.png,https://www.are.com/,AA,Excellent,BB,Medium,BB,Medium,600,337,345,1282,16-04-2022,A,High,1035443
195,aptv,79.4900,79.6500,0.20128318027426195,0.04025663605485239,4.9,1.84,2.6,3.4,4.86,3.5200000000000005,Aptiv PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,https://static.finnhub.io/logo/56ba8998-80cb-11ea-ade4-00000000092a.png,https://www.aptiv.com,A,High,BB,Medium,BB,Medium,555,339,310,1204,10-06-2022,A,High,1521332
196,avb,200.7300,185.5600,-7.55741543366711,-1.511483086733422,5.64,5.89,4.69,7.06,5.24,5.704000000000001,Avalonbay Communities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/7940482e-80eb-11ea-9e46-00000000092a.png,https://www.avaloncommunities.com/,A,High,BB,Medium,B,Medium,500,300,298,1098,16-04-2022,BBB,High,915912
197,avy,113.0000,223.2500,97.56637168141593,19.513274336283185,6.59,7.11,8.92,9.15,8.33,8.02,Avery Dennison Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,https://static.finnhub.io/logo/79d9e86c-80eb-11ea-acfe-00000000092a.png,https://www.averydennison.com/,A,High,BB,Medium,BB,Medium,535,347,325,1207,16-04-2022,A,High,8818
198,ba,381.4200,192.9900,-49.40223375806198,-9.880446751612396,-3.54,-12.07,-9.42,-11.05,-5.82,-8.379999999999999,Boeing Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/7f18239e-80eb-11ea-b544-00000000092a.png,https://www.boeing.com/,B,Medium,B,Medium,B,Medium,220,224,235,679,21-09-2022,B,Medium,12927
199,bac,27.5900,37.9200,37.44110184849584,7.488220369699168,2.77,1.84,3.33,3.24,3.42,2.92,Bank of America Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BAC.png,https://www.bankofamerica.com,B,Medium,BB,Medium,B,Medium,220,394,265,879,16-04-2022,BB,Medium,70858
200,bax,81.3100,42.7400,-47.43573976140696,-9.487147952281392,3.36,3.09,3.62,3.5,2.7,3.254,Baxter International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/7fd00f9c-80eb-11ea-95bb-00000000092a.png,https://www.baxter.com/,A,High,BB,Medium,BB,Medium,500,316,300,1116,16-04-2022,BBB,High,10456
